pairID	nwk1	nwk2	class1	class2	class_pair	sum_overlap	TreeDistance	NyeSimilarity	MatchingSplitDistance	KendallColijn	MASTSize	year	year2	order	rank	sum_loci	morph_chars	rank_numeric	loci_diff	exact_prop	prop_overlap	class.pair2
pairID0	AcostaMorrone2013Phalacropsyllini.nwk	WhitingWhiting2008Siphonaptera.nwk	C	G	CG	11	0.337859633213505	6.10833333333333	12	7.14142842854285	8	2013	2008	Other	order	6	32	6	-2	1	0.146153846153846	NA
pairID1	AcostaMorrone2013Phalacropsyllini.nwk	ZhuHastriter2015Siphonaptera.nwk	C	G	CG	11	0	8	0	4.24264068711928	9	2013	2015	Other	order	11	32	6	-7	1	0.0883720930232558	NA
pairID3	AcsMelika2007Cynipini.nwk	Liljeblad2008Cynipidae.nwk	G	P	GP	7	0.496765917919658	2.66666666666667	5	3.87298334620742	6	2007	2008	Hymenoptera	subfamily	2	308	3	2	1	0.241935483870968	NA
pairID4	AdusePoku2016Mycalesina.nwk	Kodandaramaiah2010Mycalesina.nwk	C	G	CG	17	0.33043717932653	11	18	15.2970585407784	11	2016	2010	Lepidoptera	subtribe	13	428	NA	7	1	0.567901234567901	NA
pairID5	AhnJeon2010Liparocephalini.nwk	BocakBarton2014Coleoptera.nwk	C	G	CG	19	0.0911638533919859	14.8	6	10.5830052442584	17	2010	2014	Coleoptera	subfamily	8	50	3	0	1	0.00311915159076731	NA
pairID6	AhnJeon2010Liparocephalini.nwk	LinardVogler2018.nwk	C	M	NA	19	0.166787417329386	13.75	10	6.557438524302	15	2010	2018	Coleoptera	subfamily	20	50	3	-12	1	0.00190949016612564	NA
pairID10	Ahrens2006Sericini.nwk	SipekFabrizi2016Cetoniinae.nwk	P	G	GP	26	0.345000685898162	15.2486115333941	39	30.0333148353624	14	2006	2016	Coleoptera	family	3	107	3	-3	0.346153846153846	0.18503937007874	NA
pairID7	Ahrens2006Sericini.nwk	Ahrens2014Scarabaeoidea.nwk	P	G	GP	25	0.472926434392129	12.5521633337423	62	35.2420203734122	12	2006	2014	Coleoptera	family	4	107	3	-4	0.52	0.276470588235294	NA
pairID8	Ahrens2006Sericini.nwk	BocakBarton2014Coleoptera.nwk	P	G	GP	30	0.4582864010071	15.6195670995671	74	45.3541618817943	16	2006	2014	Coleoptera	family	4	107	3	-4	0.233333333333333	0.00728569214075337	NA
pairID9	Ahrens2006Sericini.nwk	HuntBergsten2007Coleoptera.nwk	P	G	GP	23	0.551331587545988	9.69244264507422	56	27.3130005674953	10	2006	2007	Coleoptera	family	3	107	3	-3	0.304347826086957	0.0309007232084155	NA
pairID11	Ahrens2014Scarabaeoidea.nwk	BocakBarton2014Coleoptera.nwk	G	G	GG	115	0.29448030187208	80.4285379600731	315	151.367103427396	53	2014	2014	Coleoptera	suborder	8	0	5	0	0.765217391304348	0.0215170278637771	NA
pairID12	Ahrens2014Scarabaeoidea.nwk	GuoLin2022Scarabaeidae.nwk	G	M	GM	22	0.30668728454181	13.5018341307815	26	27.4408454680245	11	2014	2022	Coleoptera	superfamily	17	0	4	-9	0.363636363636364	0.553784860557769	NA
pairID13	Ahrens2014Scarabaeoidea.nwk	HuntBergsten2007Coleoptera.nwk	G	G	GG	95	0.411201907116828	57.0903344262195	320	130.088431461064	33	2014	2007	Coleoptera	suborder	7	0	5	1	0.778947368421053	0.0900259067357513	NA
pairID14	Ahrens2014Scarabaeoidea.nwk	LinardVogler2018.nwk	G	M	GM	103	0.27365493740569	74.5409394567459	251	187.365952083083	50	2014	2018	Coleoptera	suborder	20	0	5	-12	0.737864077669903	0.0131953673818113	NA
pairID15	Ahrens2014Scarabaeoidea.nwk	MonaghanInward2007Scarabaeinae.nwk	G	G	GG	22	0.342180121587197	13.5320989639875	41	22.4053565024081	16	2014	2007	Coleoptera	family	7	0	3	1	0.727272727272727	0.451298701298701	NA
pairID16	Ahrens2014Scarabaeoidea.nwk	SabatinelliEberle2020Glaphyridae.nwk	G	G	GG	7	0.345464649786158	3	3	4.12310562561766	6	2014	2020	Coleoptera	superfamily	7	0	4	1	0.857142857142857	0.789772727272727	NA
pairID17	Ahrens2014Scarabaeoidea.nwk	SipekFabrizi2016Cetoniinae.nwk	G	G	GG	56	0.26340456608113	41.0702144598085	117	56.3560112144215	36	2014	2016	Coleoptera	family	7	0	3	1	0.839285714285714	0.451298701298701	NA
pairID18	Ahrens2014Scarabaeoidea.nwk	TarasovDimitrov2016Scarabaeinae.nwk	G	G	GG	22	0.440248701630948	13.1534125188537	51	52.8393792544916	10	2014	2016	Coleoptera	family	12	0	3	-4	0.636363636363636	0.337378640776699	NA
pairID19	AliAlmaden2017Pyraloidea.nwk	ChenLi2016Pyraloidea.nwk	M	M	MM	21	0.120796140102963	16.1111111111111	7	5.09901951359278	18	2017	2016	Lepidoptera	superfamily	26	0	4	0	0.952380952380952	0.868421052631579	NA
pairID20	AliAlmaden2017Pyraloidea.nwk	MayerDietz2021Lepidoptera.nwk	M	O	MO	8	0	5	0	0	8	2017	2021	Lepidoptera	superfamily	1848	0	4	-1822	0.75	0.180327868852459	NA
pairID21	AliAlmaden2017Pyraloidea.nwk	YangFeng2017Pyralidae.nwk	M	M	MM	7	0.25255408270619	3.25	3	2.64575131106459	6	2017	2017	Lepidoptera	family	26	0	3	0	1	0.942857142857143	NA
pairID22	AllegrucciTrewick2010Rhaphidophoridae.nwk	BeasleyHall2025Rhaphidophoridae.nwk	G	G	GG	14	0.138582790732731	9.82857142857143	7	4.79583152331272	12	2010	2025	Polyneoptera	family	8	0	3	0	0.714285714285714	0.214285714285714	NA
pairID23	Almeida2012Colletidae.nwk	Blaimer2023Hymenoptera.nwk	G	O	GO	8	0.535814700226179	2.9	8	6.70820393249937	3	2012	2023	Hymenoptera	family	450	0	3	-442	0.75	0.134382566585956	NA
pairID24	Almeida2012Colletidae.nwk	BranstetterDanforth2017Hymenoptera.nwk	G	O	GO	8	0	5	0	0	8	2012	2017	Hymenoptera	family	804	0	3	-796	0.75	0.405109489051095	NA
pairID25	Almeida2012Colletidae.nwk	Cardinal2018Anthophila.nwk	G	G	GG	38	0.114902616772305	31.309125188537	28	12.0830459735946	31	2012	2018	Hymenoptera	family	11	0	3	-3	0.921052631578947	0.286821705426357	NA
pairID26	Almeida2012Colletidae.nwk	DebevecCardinal2012Aculeata.nwk	G	G	GG	21	0.130730263691257	16.3632478632479	15	7.48331477354788	19	2012	2012	Hymenoptera	superfamily	8	0	4	0	0.904761904761905	0.361563517915309	NA
pairID29	Almeida2012Colletidae.nwk	Packer2008Xeromelissinae.nwk	G	P	GP	9	0.204107761717123	4.2	4	2.64575131106459	7	2012	2008	Hymenoptera	family	4	248	3	4	0.888888888888889	0.711538461538462	NA
pairID30	Ament2017Phoridae.nwk	LiHash2025Phoridae.nwk	P	G	GP	6	0.489714670274654	1.33333333333333	2	2.64575131106459	4	2017	2025	Diptera	family	7	125	3	-7	1	0.559633027522936	NA
pairID31	AnCheon2022Odonata.nwk	KimJeong2018Odonata.nwk	M	M	MM	10	0.211927024108196	5.65	7	4.69041575982343	8	2022	2018	Palaeoptera	infraclass	26	0	7	0	1	0.461538461538462	NA
pairID32	AnCheon2022Odonata.nwk	LanShen2019Odonata.nwk	M	M	MM	9	0.138287967446788	5.5	2	4.24264068711928	8	2022	2019	Palaeoptera	infraorder	26	0	5	0	0.888888888888889	0.363636363636364	NA
pairID33	AnCheon2022Odonata.nwk	Letsch2016Anisoptera.nwk	M	G	GM	11	0	8	0	6.78232998312527	9	2022	2016	Palaeoptera	infraorder	22	0	5	4	0.909090909090909	0.0233463035019455	NA
pairID34	AnCheon2022Odonata.nwk	LiaoLin2023Odonata.nwk	M	M	MM	11	0	8	0	0	11	2022	2023	Palaeoptera	infraorder	26	0	5	0	0.909090909090909	0.222222222222222	NA
pairID35	AnCheon2022Odonata.nwk	WangWang2019Odonata.nwk	M	M	MM	8	0	5	0	4.69041575982343	7	2022	2019	Palaeoptera	infraorder	26	0	5	0	1	0.75	NA
pairID36	AnCheon2022Odonata.nwk	XuGuan2018Calopterygidae.nwk	M	M	MM	9	0.138287967446788	5.5	2	4.24264068711928	8	2022	2018	Palaeoptera	infraclass	26	0	7	0	1	0.413793103448276	NA
pairID37	AnCheon2022Odonata.nwk	YongSong2016Odonata.nwk	M	M	MM	8	0	5	0	0	8	2022	2016	Palaeoptera	infraclass	26	0	7	0	1	0.545454545454545	NA
pairID38	AnCheon2022Odonata.nwk	ZhangWang2017Odonata.nwk	M	M	MM	9	0.138287967446788	5.5	2	4.24264068711928	8	2022	2017	Palaeoptera	infraclass	26	0	7	0	1	0.48	NA
pairID40	Anderson2013Micropsectra.nwk	Ekrem2010Chironomidae.nwk	G	G	GG	25	0.127144922554254	19.8666666666667	14	13.0384048104053	22	2013	2010	Diptera	tribe	7	0	2	-3	1	0.62962962962963	NA
pairID41	AngPuniamoorthy2008Sepsidae.nwk	Lei2013Sepsidae.nwk	G	G	GG	30	0.189110845830619	22.4730769230769	30	20.4205778566621	20	2008	2013	Diptera	family	20	0	3	0	0.9	0.31	NA
pairID43	Aragao2019Culicidae.nwk	ChuWu2016Culicidae.nwk	M	M	MM	10	0	7	0	0	10	2019	2016	Diptera	family	18	0	3	-8	0.8	0.583333333333333	NA
pairID44	Aragao2019Culicidae.nwk	DayGweon2016Nematocera.nwk	M	M	MM	7	0	4	0	0	7	2019	2016	Diptera	family	18	0	3	-8	1	0.274509803921569	NA
pairID45	Aragao2019Culicidae.nwk	Zhang2019Culicomorpha.nwk	M	M	MM	6	0	3	0	0	6	2019	2019	Diptera	family	20	0	3	-10	1	0.5	NA
pairID46	Aragao2019Culicidae.nwk	daSilva2020Culicidae.nwk	M	M	MM	13	0.135503563174682	9.33333333333333	6	15.8113883008419	6	2019	2020	Diptera	family	18	0	3	-8	1	0.164705882352941	NA
pairID47	Archangelsky2004Hydrophilinae.nwk	LinardVogler2018.nwk	P	M	NA	18	0.400894615101638	10.675974025974	30	18.8414436814168	10	2004	2018	Coleoptera	superfamily	16	148	4	-16	0.388888888888889	0.00285823170731707	NA
pairID48	Archangelsky2004Hydrophilinae.nwk	MinoshimaHayashi2013Horelophopsinae.nwk	P	P	NA	17	0	10	0	0	13	2004	2013	Coleoptera	superfamily	0	286	4	0	0.941176470588235	0.882352941176471	NA
pairID49	ArnedoOromi2008Tettigoniidae.nwk	JostShaw2006Ensifera.nwk	B	G	NA	11	0.502994574723295	4.85	12	9	6	2008	2006	Polyneoptera	family	4	0	3	-2	0.818181818181818	0.350877192982456	NA
pairID50	ArnedoOromi2008Tettigoniidae.nwk	LegendreRobillard2010Ensifera.nwk	B	G	NA	11	0.502994574723295	4.85	12	9	6	2008	2010	Polyneoptera	family	4	0	3	-2	0.818181818181818	0.333333333333333	NA
pairID51	Ashe2005Aleocharinae.nwk	MckennaFarrell2015Staphyliniformia.nwk	P	G	GP	13	0.489714670274654	1.33333333333333	2	2.64575131106459	4	2005	2015	Coleoptera	family	2	160	3	-2	1	0.152	NA
pairID52	AstrucJulien2004Formicidae.nwk	Branstetter2017Formicidae.nwk	C	O	NA	35	0.334677272532231	24.0636194723151	61	48.0416485978573	17	2004	2017	Hymenoptera	family	1858	24	3	-1854	0.457142857142857	0.0602258469259724	NA
pairID53	AstrucJulien2004Formicidae.nwk	Keller2011Formicidae.nwk	C	P	NA	21	0.412235058434441	8.38095238095238	20	16.2172747402269	7	2004	2011	Hymenoptera	family	2	163	3	2	0.380952380952381	0.345323741007194	NA
pairID54	AstrucJulien2004Formicidae.nwk	RomiguierBorowiec2022Formicidae.nwk	C	O	NA	19	0.376174801010267	11.5454545454545	25	18.1934053986603	11	2004	2022	Hymenoptera	family	4417	24	3	-4413	0.368421052631579	0.413793103448276	NA
pairID55	AstrucJulien2004Formicidae.nwk	WardDownie2005Pseudomyrmecinae.nwk	C	G	CG	11	0.588141995956793	2.41666666666667	5	4.35889894354067	6	2004	2005	Hymenoptera	family	7	24	3	-3	0.545454545454545	0.440366972477064	NA
pairID56	AyiviTong2021Pleurosticti.nwk	BocakBarton2014Coleoptera.nwk	M	G	GM	21	0.087327358350919	16.5416666666667	11	5.91607978309962	19	2021	2014	Coleoptera	family	17	0	3	9	0.619047619047619	0.00713842333954066	NA
pairID57	AyiviTong2021Pleurosticti.nwk	GuoLin2022Scarabaeidae.nwk	M	M	MM	39	0.0158896170612028	35.25	3	2	38	2021	2022	Coleoptera	family	26	0	3	0	0.974358974358974	0.359375	NA
pairID58	AyiviTong2021Pleurosticti.nwk	KimJeong2016Scarabaeidae.nwk	M	M	MM	8	0.312442346503972	3.8	6	4	6	2021	2016	Coleoptera	family	26	0	3	0	0.875	0.901960784313726	NA
pairID59	AyiviTong2021Pleurosticti.nwk	LinardVogler2018.nwk	M	M	MM	30	0.213895074852043	21.7967659791189	32	26.6645832519468	14	2021	2018	Coleoptera	family	29	0	3	-3	0.733333333333333	0.00438220443936363	NA
pairID60	AyiviTong2021Pleurosticti.nwk	MonaghanInward2007Scarabaeinae.nwk	M	G	GM	10	0	7	0	0	10	2021	2007	Coleoptera	subfamily	16	0	3	10	0.7	0.205357142857143	NA
pairID61	AyiviTong2021Pleurosticti.nwk	TarasovDimitrov2016Scarabaeinae.nwk	M	G	GM	9	0.133276304198401	5.33333333333333	2	1.4142135623731	8	2021	2016	Coleoptera	subfamily	21	0	3	5	0.777777777777778	0.141104294478528	NA
pairID62	AyiviTong2021Pleurosticti.nwk	TarasovSolodovnikov2011Onthophagini.nwk	M	P	NA	8	0	5	0	0	8	2021	2011	Coleoptera	subfamily	13	91	3	13	0.875	0.48936170212766	NA
pairID63	Badano2017Myrmeleontiformia.nwk	Machado2019Myrmeleontidae.nwk	P	O	NA	20	0.320072244984013	12.7965811965812	34	26.229754097208	13	2017	2019	Other	order	325	107	6	-325	0.55	0.179723502304147	NA
pairID64	Badano2017Myrmeleontiformia.nwk	Michel2017Myrmeleontidae.nwk	P	G	GP	13	0.373509172506322	7.68253968253968	16	11.6619037896906	9	2017	2017	Other	order	8	107	6	-8	0.615384615384615	0.302325581395349	NA
pairID65	Badano2017Myrmeleontiformia.nwk	Vasilikopoulos2020Neuropterida.nwk	P	O	NA	13	0.289999676520646	7.41666666666667	10	10.3923048454133	9	2017	2020	Other	order	3635	107	6	-3635	0.538461538461538	0.325	NA
pairID66	Badano2017Myrmeleontiformia.nwk	Winterton2018Neuropterida.nwk	P	O	NA	19	0.297474762875305	11.7530303030303	23	11.8321595661992	13	2017	2018	Other	order	199	107	6	-199	0.315789473684211	0.240740740740741	NA
pairID69	BalkeRibera2004Copelatinae.nwk	BocakBarton2014Coleoptera.nwk	G	G	GG	16	0.405903646641412	8.40952380952381	19	11.0453610171873	9	2004	2014	Coleoptera	family	7	0	3	-1	0.8125	0.00296088514882344	NA
pairID70	BalkeRibera2004Copelatinae.nwk	LinardVogler2018.nwk	G	M	GM	15	0.219232108165812	9.70238095238095	10	11.0905365064094	10	2004	2018	Coleoptera	family	19	0	3	-13	0.8	0.0018131501097433	NA
pairID71	BalkeWatts2004Copelatus.nwk	BocakBarton2014Coleoptera.nwk	G	G	GG	7	0	4	0	0	7	2004	2014	Coleoptera	family	7	0	3	-1	1	0.00140361821584529	NA
pairID72	BalkeWatts2004Copelatus.nwk	LinardVogler2018.nwk	G	M	GM	7	0	4	0	0	7	2004	2018	Coleoptera	family	19	0	3	-13	1	0.00085927057475654	NA
pairID73	BalvinRoth2015Cimex.nwk	Hornok2021Cimicidae.nwk	G	G	GG	7	0.216781933149046	3.33333333333333	2	1.4142135623731	6	2015	2021	Condylognatha	family	8	0	3	0	1	0.27906976744186	NA
pairID74	Bank2017Vespidae.nwk	Peters2017Hymenoptera.nwk	O	O	OO	18	0.0390284586768586	14.3333333333333	2	28.4253408071038	12	2017	2017	Hymenoptera	suborder	4169	0	5	-2343	1	0.289719626168224	TR.TR
pairID75	Bank2017Vespidae.nwk	PiekarskiCarpenter2018Vespidae.nwk	O	O	OO	14	0.0883708431645644	10.2	4	22.4499443206436	8	2017	2018	Hymenoptera	family	1148	0	3	678	0.285714285714286	0.358381502890173	AHE.TR
pairID76	Bank2017Vespidae.nwk	SannMeusemann2021Apoidea.nwk	O	O	OO	9	0	6	0	8.24621125123532	5	2017	2021	Hymenoptera	infraorder	1107	0	5	719	1	0.313131313131313	NA
pairID77	Bank2017Vespidae.nwk	SannNiehuis2018Apoidea.nwk	O	O	OO	9	0	6	0	8.24621125123532	5	2017	2018	Hymenoptera	infraorder	1108	0	5	718	1	0.321243523316062	NA
pairID78	Bank2017Vespidae.nwk	SchmitzMoritz1998Vespidae.nwk	O	G	GO	7	0	3	0	4.79583152331272	4	2017	1998	Hymenoptera	suborder	915	0	5	911	0.714285714285714	0.873239436619718	NA
pairID79	BankBradler2022Phasmatodea.nwk	BankBuckley2021Heteropterygidae.nwk	G	G	GG	88	0.146186958773664	73.4907632765545	105	48.1248376620639	65	2022	2021	Polyneoptera	suborder	14	0	5	0	0.920454545454545	0.931662870159453	NA
pairID80	BankBradler2022Phasmatodea.nwk	BankCumming2021Phylliidae.nwk	G	G	GG	75	0.191915938473321	62.2811803190835	122	108.866891202055	33	2022	2021	Polyneoptera	suborder	13	0	5	1	0.946666666666667	0.881465517241379	NA
pairID81	BankBradler2022Phasmatodea.nwk	BradlerCliquennois2015Phasmatodea.nwk	G	G	GG	94	0.299157110151227	71.1681997074	240	210.066656088014	47	2022	2015	Polyneoptera	suborder	11	0	5	3	0.914893617021277	0.948955916473318	NA
pairID82	BankBradler2022Phasmatodea.nwk	BradlerRobertson2014Phasmatodea.nwk	G	G	GG	41	0.20259652006406	33.185372960373	47	60.5557594288107	24	2022	2014	Polyneoptera	suborder	13	0	5	1	0.975609756097561	0.98792270531401	NA
pairID83	BankBradler2022Phasmatodea.nwk	BuckleyAttanayake2010Phasmatodea.nwk	G	G	GG	32	0.367664741537224	21.2643398268398	56	37.8285606387555	17	2022	2010	Polyneoptera	infraorder	11	0	5	3	0.96875	0.978468899521531	NA
pairID84	BankBradler2022Phasmatodea.nwk	YuanZhang2023Phasmatodea.nwk	G	M	GM	23	0.340226001825318	15.6807234432234	39	29.6310647800581	13	2022	2023	Polyneoptera	suborder	20	0	5	-6	0.826086956521739	0.938073394495413	NA
pairID85	BankBuckley2021Heteropterygidae.nwk	BankCumming2021Phylliidae.nwk	G	G	GG	62	0.146088854542313	55.049227602108	77	66.8206554891525	41	2021	2021	Polyneoptera	order	13	0	6	1	0.951612903225806	0.638297872340426	NA
pairID86	BankBuckley2021Heteropterygidae.nwk	BradlerCliquennois2015Phasmatodea.nwk	G	G	GG	32	0.289691852614872	23.6599849170437	51	36.3455636907725	22	2021	2015	Polyneoptera	order	11	0	6	3	0.53125	0.566037735849057	NA
pairID87	BankBuckley2021Heteropterygidae.nwk	BradlerRobertson2014Phasmatodea.nwk	G	G	GG	20	0.26983739706952	13.6328707240472	23	30.5941170815567	9	2021	2014	Polyneoptera	order	13	0	6	1	0.5	0.769230769230769	NA
pairID88	BankBuckley2021Heteropterygidae.nwk	YuanZhang2023Phasmatodea.nwk	G	M	GM	15	0.247010226864348	9.80833333333333	10	9.64365076099295	12	2021	2023	Polyneoptera	suborder	20	0	5	-6	0.4	0.745341614906832	NA
pairID89	BankCumming2021Phylliidae.nwk	BradlerCliquennois2015Phasmatodea.nwk	G	G	GG	35	0.344961558012845	24.2293315508021	67	53.3666562565053	21	2021	2015	Polyneoptera	order	10	0	6	2	0.485714285714286	0.591111111111111	NA
pairID90	BankCumming2021Phylliidae.nwk	BradlerRobertson2014Phasmatodea.nwk	G	G	GG	21	0.32314470151537	13.4013772175537	31	37.3898381916798	10	2021	2014	Polyneoptera	order	12	0	6	0	0.380952380952381	0.777777777777778	NA
pairID91	BankCumming2021Phylliidae.nwk	YuanZhang2023Phasmatodea.nwk	G	M	GM	17	0.270687270893434	11.625	17	12.9614813968157	12	2021	2023	Polyneoptera	suborder	19	0	5	-7	0.352941176470588	0.764367816091954	NA
pairID92	BarkerWhiting2003Phthiraptera.nwk	DeMoya2022Philopteridae.nwk	B	O	NA	23	0.447722533526851	12.097619047619	50	22.7376340018041	14	2003	2022	Other	order	1073	0	6	-1071	0.434782608695652	0.202380952380952	NA
pairID93	BarkerWhiting2003Phthiraptera.nwk	MurrellBarker2005Psocodea.nwk	B	B	NA	18	0.373983198016312	10.4388888888889	32	18.6010752377383	9	2003	2005	Other	superorder	2	0	7	0	1	0.53125	NA
pairID94	BarkerWhiting2003Phthiraptera.nwk	deMoya2021Psocodea.nwk	B	O	NA	23	0.33175184294069	14.1486111111111	33	15.1986841535707	15	2003	2021	Other	order	2371	0	6	-2369	0.304347826086957	0.267716535433071	NA
pairID100	BatelkaKundrata2025Cucujiformia.nwk	LinardVogler2018.nwk	O	M	MO	20	0.382968214327631	11.8926470588235	32	17.3781471969828	13	2025	2018	Coleoptera	infraorder	2358	0	5	2326	0.3	0.00352280300866419	NA
pairID101	BatelkaKundrata2025Cucujiformia.nwk	MckennaWild2015Coleoptera.nwk	O	G	GO	15	0.222688021248196	10	10	9.48683298050514	11	2025	2015	Coleoptera	infraorder	2350	0	5	2334	0.466666666666667	0.0961038961038961	NA
pairID102	BatelkaKundrata2025Cucujiformia.nwk	RobertsonSlipinski2015Cucujoidea.nwk	O	G	GO	9	0.509849646376577	3.51904761904762	11	6.48074069840786	6	2025	2015	Coleoptera	infraorder	2350	0	5	2334	0.777777777777778	0.117088607594937	NA
pairID103	BatelkaKundrata2025Cucujiformia.nwk	ZhangChe2018Coleoptera.nwk	O	O	OO	13	0.173464305848638	9	8	6	10	2025	2018	Coleoptera	infraorder	2437	0	5	2247	0.461538461538462	0.107871720116618	NA
pairID95	BatelkaKundrata2025Cucujiformia.nwk	BocakBarton2014Coleoptera.nwk	O	G	GO	23	0.54839684395767	11.4507936507937	64	37.7624151769984	11	2025	2014	Coleoptera	infraorder	2346	0	5	2338	0.347826086956522	0.00574534161490683	NA
pairID96	BatelkaKundrata2025Cucujiformia.nwk	CaiTihelka2022Coleoptera.nwk	O	O	OO	13	0.216844044776761	8.38888888888889	10	6.85565460040104	10	2025	2022	Coleoptera	infraorder	2410	0	5	2274	0.461538461538462	0.107558139534884	NA
pairID97	BatelkaKundrata2025Cucujiformia.nwk	CosandeyKonvicka2024Tenebrionoidea.nwk	O	G	GO	21	0.532835798307769	10.6496031746032	47	47.2546294028426	8	2025	2024	Coleoptera	infraorder	2346	0	5	2338	0.285714285714286	0.255172413793103	NA
pairID98	BatelkaKundrata2025Cucujiformia.nwk	GunterLevkanicova2014Tenebrionoidea.nwk	O	G	GO	18	0.537389246481145	8.97521645021645	38	25.377155080899	9	2025	2014	Coleoptera	infraorder	2348	0	5	2336	0.333333333333333	0.176190476190476	NA
pairID99	BatelkaKundrata2025Cucujiformia.nwk	HuntBergsten2007Coleoptera.nwk	O	G	GO	22	0.769749927388801	7.66011904761905	72	32.0936130717624	10	2025	2007	Coleoptera	infraorder	2345	0	5	2339	0.363636363636364	0.024519549370444	NA
pairID105	Bayless2021Drosophila.nwk	MeusemannTrautwein2020Antliophora.nwk	O	O	OO	13	0.147164453602707	8.80952380952381	7	4.47213595499958	12	2021	2020	Diptera	clade	6290	0	NA	0	0.769230769230769	0.577981651376147	TR.TR
pairID106	Bayless2021Drosophila.nwk	NarayananKutty2019.nwk	O	O	OO	8	0	5	0	0	8	2021	2019	Diptera	suborder	4601	0	5	1689	0.875	0.65625	TR.TR
pairID107	Bayless2021Drosophila.nwk	WiegmannTrautwein2011Diptera.nwk	O	C	NA	53	0.385674410525618	35.1694464135641	146	80.6597793203031	30	2021	2011	Diptera	suborder	3159	371	5	3131	0.188679245283019	0.247058823529412	NA
pairID108	Bayless2021Drosophila.nwk	Yan2021Calliphoridae.nwk	O	O	OO	10	0	7	0	0	10	2021	2021	Diptera	suborder	5366	0	5	924	0.6	0.65625	TR.TR
pairID109	Bazinet2013Apoditrysia.nwk	Cho2011Lepidoptera.nwk	O	G	GO	30	0.189564880589455	23.2031746031746	27	27.4226184016042	22	2013	2011	Lepidoptera	suborder	1605	0	5	1553	0.666666666666667	0.317241379310345	NA
pairID110	Bazinet2013Apoditrysia.nwk	Heikkila2015Ditrysia.nwk	O	C	NA	39	0.294336320801039	27.8302355350742	65	40.6324993078201	24	2013	2015	Lepidoptera	suborder	1587	530	5	1571	0.179487179487179	0.0946502057613169	NA
pairID111	Bazinet2013Apoditrysia.nwk	Kawahara2019Lepidoptera.nwk	O	O	OO	42	0.0505056658715885	37.9515151515151	15	22.4722050542442	40	2013	2019	Lepidoptera	infraorder	3677	0	5	-519	0.857142857142857	0.240837696335079	TR.TR
pairID112	Bazinet2013Apoditrysia.nwk	MayerDietz2021Lepidoptera.nwk	O	O	OO	37	0.0855453524249093	31.658658008658	19	20.5669638012031	33	2013	2021	Lepidoptera	infraorder	3414	0	5	-256	0.621621621621622	0.259887005649718	AHE.TR
pairID113	Bazinet2013Apoditrysia.nwk	Regier2013Lepidoptera.nwk	O	G	GO	43	0.228136032973168	32.5867038217808	64	36.0832371053374	30	2013	2013	Lepidoptera	parvorder	1598	0	5	1560	0.697674418604651	0.096234309623431	NA
pairID114	BellPhilips2012Ptinidae.nwk	BocakBarton2014Coleoptera.nwk	G	G	GG	18	0.494698517533133	8.85974025974026	32	23.7907545067406	8	2012	2014	Coleoptera	family	7	0	3	-1	0.722222222222222	0.00790820282214297	NA
pairID115	BellPhilips2012Ptinidae.nwk	HuntBergsten2007Coleoptera.nwk	G	G	GG	16	0.459157649119107	7.8	22	14.7648230602334	10	2012	2007	Coleoptera	family	6	0	3	0	0.6875	0.0335305719921105	NA
pairID116	BellPhilips2012Ptinidae.nwk	LinardVogler2018.nwk	G	M	GM	31	0.446857489256844	17.6854395604396	63	42.7083130081252	15	2012	2018	Coleoptera	family	19	0	3	-13	0.838709677419355	0.00485806820346733	NA
pairID123	BellRoberts2019Auchenorrhyncha.nwk	DietrichMckamey2001Membracidae.nwk	G	P	GP	29	0.522451426512549	4.01904761904762	14	8.42614977317636	6	2019	2001	Condylognatha	superfamily	5	83	4	5	1	0.978622327790974	NA
pairID127	BellSvenson2014Machaerotidae.nwk	CryanSvenson2010Cercopoidea.nwk	G	G	GG	19	0.179785938966645	13.7333333333333	14	9.9498743710662	14	2014	2010	Condylognatha	superfamily	14	0	4	2	0.789473684210526	0.292035398230089	NA
pairID128	BellSvenson2014Machaerotidae.nwk	CryanUrban2012Hemiptera.nwk	G	G	GG	8	0.538179993403778	3	8	5	5	2014	2012	Condylognatha	infraorder	15	0	5	1	0.75	0.351063829787234	NA
pairID129	Bellini2023Collembola.nwk	BelliniCipola2024Seirinae.nwk	M	M	MM	12	0	9	0	0	12	2023	2024	Other	family	26	0	3	0	1	0.956521739130435	NA
pairID132	Bellini2023Collembola.nwk	FengYitong2017Paronellidae.nwk	M	G	GM	16	0.489714670274654	1.33333333333333	2	2	4	2023	2017	Other	order	17	0	6	9	0.8125	0.833333333333333	NA
pairID133	Bellini2023Collembola.nwk	GodeiroBellini2021Entomobryoidea.nwk	M	M	MM	37	0.163309945054245	30.0127303553	44	74.3034319530397	27	2023	2021	Other	order	26	0	6	0	1	0.982142857142857	NA
pairID135	Bellini2023Collembola.nwk	GodeiroPacheco2020Seirinae.nwk	M	M	MM	7	0	4	0	0	7	2023	2020	Other	subfamily	26	0	3	0	1	0.94017094017094	NA
pairID136	Bellini2023Collembola.nwk	LeoCarapelli2019Collembola.nwk	M	M	MM	17	0.100033493258031	13.2727272727273	8	7.81024967590665	14	2023	2019	Other	NA	26	0	NA	0	0.941176470588235	0.956521739130435	NA
